subj_id,group,washout
VisualFB_04,te,49.9784999315469
RewardFB_06,rpe,126.218452349497
VisualFB_08,te,31.5018858008211
VisualFB_10,te,27.2153508955783
RewardFB_12,rpe,6.97777145908408
VisualFB_08,te,-31.4076111875286
RewardFB_09,rpe,39.8953595499086
RewardFB_17,rpe,26.0081148881117
RewardFB_07,rpe,32.597436274333
VisualFB_04,te,-3.51523694361575
