end_lrn_lsl,end_lrn_rsl,end_lrn_success,end_lrn_error,group
8.63181446658047,-0.868669840363836,44,1.36818553341953,RPE
7.78353945796648,-1.55321272227331,37,2.21646054203352,RPE
6.61361125084623,7.99293374427273,30,3.38638874915377,RPE
9.51077138794844,-1.4450489738818,42,0.48922861205156,RPE
8.06767922863923,-1.65543309225996,44,1.93232077136077,RPE
8.75502775563457,2.65771319478839,32,1.24497224436543,RPE
8.37563825549506,3.20458668461575,42,1.62436174450494,RPE
9.96686687101499,2.40055710645815,43,0.0331331289850088,RPE
7.96173044025828,3.853173410753,43,2.03826955974172,RPE
9.36887929185458,4.77256480294562,24,0.631120708145417,RPE
13.0285118505177,-4.41425489294633,26,3.02851185051768,RPE
10.9395932309081,-0.108635918013508,36,0.939593230908121,RPE
9.17404747355741,3.69774295321135,41,0.825952526442588,RPE
9.53031228215307,0.478366191904464,41,0.469687717846933,RPE
10.4117919479965,0.931994600470755,42,0.411791947996505,RPE
9.654762801628,2.46846253369465,43,0.345237198372004,TE
10.92770819973,1.99091384362515,38,0.92770819972996,TE
9.98135229294165,-0.216465277866271,29,0.0186477070583511,TE
8.54539422778846,-1.78622942531677,42,1.45460577221154,TE
10.3207564614483,4.64371453317405,44,0.320756461448331,TE
10.4288312926003,2.82222234096366,45,0.428831292600274,TE
8.75521363122166,-2.44816267795775,33,1.24478636877834,TE
9.55001095919447,3.80946578547728,46,0.449989040805534,TE
9.26046189819809,5.99958886248374,47,0.739538101801909,TE
10.8526434538988,1.9531111189528,48,0.852643453898752,TE
8.38845310581409,3.99004999465552,44,1.61154689418591,TE
7.87581331408057,4.11415451213469,40,2.12418668591943,TE
11.2268889781295,1.43962700408018,45,1.22688897812945,TE
9.82640727280943,8.83168752842975,48,0.173592727190568,TE
10.5595821356713,4.82020002976544,45,0.559582135671258,TE
