RL	// User ID
11-10-2022	// Evaluation date
VisualFB_ER_17_Retention5min	11-10-2022	17:56:03:704	// Source file name and timestamp
100.000	// Sampling rate
39.793	// Data capture period

0.020000	// MOE
0.596000	// BslLeft
0.599000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	Target	SLtrgt	StrideCount	Success	TrgtHi	TrgtLo	LSLcompare	RSLcompare	RFx	RFy	RFz	LFx	LFy	LFz	
0	0.113772	-0.814437	0.077892	0.153081	-0.756574	0.099686	0.173837	-0.656286	0.059064	-0.091596	-0.804411	0.078525	-0.133581	-0.751376	0.096615	-0.157900	-0.649036	0.056015	-0.065705	-0.618408	0.053433	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.063173	0.000105	0.266780	0.057712	-0.004862	0.220687	
1	0.113741	-0.814533	0.077847	0.153149	-0.756747	0.099613	0.173877	-0.656342	0.059037	-0.091533	-0.804484	0.078422	-0.133582	-0.751505	0.096511	-0.157889	-0.649103	0.055954	-0.065668	-0.618465	0.053710	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.066835	-0.000506	0.268001	0.058322	-0.004557	0.220077	
2	0.113763	-0.814667	0.077788	0.153162	-0.756828	0.099478	0.173939	-0.656571	0.058853	-0.091531	-0.804550	0.078291	-0.133530	-0.751697	0.096411	-0.157876	-0.649219	0.055840	-0.065760	-0.618527	0.053694	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.067140	0.000410	0.267085	0.059848	-0.004557	0.220077	
3	0.113920	-0.814388	0.077439	0.153101	-0.756846	0.099332	0.174022	-0.656691	0.058878	-0.091523	-0.804634	0.078186	-0.133485	-0.751804	0.096349	-0.157851	-0.649305	0.055819	-0.065933	-0.618624	0.053520	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.062867	0.002851	0.266475	0.057712	-0.004252	0.220687	
4	0.113984	-0.814238	0.077254	0.153140	-0.756909	0.099384	0.174073	-0.656704	0.058894	-0.091533	-0.804612	0.078176	-0.133511	-0.751827	0.096360	-0.157855	-0.649302	0.055843	-0.065843	-0.618595	0.053604	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.065919	0.000410	0.265865	0.057102	-0.006083	0.220992	
5	0.113988	-0.814272	0.077386	0.153124	-0.756857	0.099404	0.174057	-0.656703	0.058853	-0.091543	-0.804556	0.078203	-0.133549	-0.751738	0.096438	-0.157848	-0.649265	0.055868	-0.065659	-0.618536	0.053801	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.066835	-0.000506	0.265254	0.058017	-0.004557	0.222213	
6	0.113851	-0.814500	0.077762	0.153139	-0.756795	0.099501	0.173975	-0.656468	0.059016	-0.091562	-0.804499	0.078300	-0.133565	-0.751608	0.096520	-0.157867	-0.649147	0.055950	-0.065842	-0.618517	0.053449	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.063478	0.000105	0.265865	0.057712	-0.003642	0.220687	
7	0.113806	-0.814512	0.077889	0.153184	-0.756726	0.099615	0.173658	-0.656409	0.058862	-0.091575	-0.804462	0.078377	-0.133559	-0.751486	0.096583	-0.157882	-0.649100	0.056039	-0.065622	-0.618497	0.053767	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.065004	-0.000201	0.266475	0.057712	-0.004862	0.222823	
8	0.113779	-0.814479	0.077881	0.153174	-0.756700	0.099622	0.173548	-0.656371	0.058803	-0.091542	-0.804478	0.078431	-0.133594	-0.751485	0.096565	-0.157884	-0.649052	0.055993	-0.065818	-0.618507	0.053491	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.065919	0.000410	0.266170	0.059848	-0.004557	0.221908	
9	0.113803	-0.814536	0.077814	0.153147	-0.756704	0.099511	0.173806	-0.656352	0.059012	-0.091525	-0.804508	0.078375	-0.133566	-0.751585	0.096467	-0.157876	-0.649146	0.055986	-0.065838	-0.618502	0.053414	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.066224	0.002546	0.265559	0.057712	-0.006693	0.221602	
10	0.113777	-0.814644	0.077740	0.153095	-0.756819	0.099446	0.173901	-0.656551	0.058964	-0.091538	-0.804568	0.078217	-0.133556	-0.751829	0.096365	-0.157866	-0.649249	0.055877	-0.065915	-0.618642	0.053575	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.063478	0.000715	0.265865	0.055881	-0.005473	0.222823	
11	0.113789	-0.814680	0.077693	0.153066	-0.756896	0.099392	0.173910	-0.656726	0.058842	-0.091542	-0.804608	0.078177	-0.133545	-0.751909	0.096267	-0.157884	-0.649297	0.055823	-0.065921	-0.618664	0.053640	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.065309	-0.000201	0.266170	0.059238	-0.004557	0.222823	
12	0.113758	-0.814699	0.077690	0.153077	-0.756968	0.099423	0.173902	-0.656743	0.058812	-0.091527	-0.804672	0.078145	-0.133548	-0.751950	0.096284	-0.157872	-0.649310	0.055843	-0.065972	-0.618708	0.053571	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.064698	0.001020	0.265254	0.058628	-0.005473	0.222823	
13	0.113752	-0.814657	0.077727	0.153060	-0.756914	0.099418	0.173879	-0.656707	0.058799	-0.091533	-0.804583	0.078109	-0.133536	-0.751832	0.096323	-0.157874	-0.649238	0.055881	-0.065764	-0.618612	0.053765	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.063173	0.001936	0.265254	0.058017	-0.007609	0.223739	
14	0.113750	-0.814639	0.077792	0.153031	-0.756836	0.099436	0.173862	-0.656499	0.058976	-0.091566	-0.804559	0.078203	-0.133540	-0.751786	0.096378	-0.157890	-0.649219	0.055953	-0.065596	-0.618537	0.053838	0.000000	0.596000	0.000000	0.000000	0.616000	0.576000	0.000000	0.000000	-0.064088	0.000410	0.263728	0.057102	-0.003947	0.224959	
