RL	// User ID
24-10-2022	// Evaluation date
RewardFB_ER_19_Retention5min	24-10-2022	17:01:10:263	// Source file name and timestamp
100.000	// Sampling rate
37.363	// Data capture period

0.020000	// MOE
0.539000	// BslLeft
0.544000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	Target	SLtrgt	StrideCount	Success	TrgtHi	TrgtLo	LSLcompare	RSLcompare	RFx	RFy	RFz	LFx	LFy	LFz	
0	0.134092	-0.935485	0.065693	0.191878	-0.875436	0.110194	0.222846	-0.761891	0.060979	-0.040657	-0.933736	0.073662	-0.081424	-0.871882	0.114922	-0.111259	-0.759773	0.056795	-0.009136	-0.725616	0.061509	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.050133	-0.006247	0.273334	0.048433	0.002549	0.253617	
1	0.134144	-0.935437	0.065704	0.191934	-0.875358	0.110177	0.222855	-0.761836	0.060964	-0.040630	-0.933691	0.073620	-0.081416	-0.871819	0.114881	-0.111047	-0.759698	0.056616	-0.009082	-0.725595	0.061426	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.049523	-0.010520	0.273944	0.045992	0.003160	0.254228	
2	0.134127	-0.935423	0.065750	0.191980	-0.875290	0.110171	0.222887	-0.761789	0.061071	-0.040596	-0.933692	0.073716	-0.081431	-0.871747	0.114852	-0.111040	-0.759529	0.056608	-0.009072	-0.725548	0.061406	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.049523	-0.011130	0.273639	0.046602	0.003465	0.254533	
3	0.134115	-0.935400	0.065838	0.191935	-0.875258	0.110274	0.222843	-0.761754	0.061093	-0.040624	-0.933625	0.073810	-0.081499	-0.871694	0.114940	-0.111087	-0.759503	0.056713	-0.009122	-0.725578	0.061449	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.048302	-0.008078	0.274249	0.048128	0.003465	0.254228	
4	0.134116	-0.935375	0.065933	0.191933	-0.875255	0.110393	0.222909	-0.761727	0.061179	-0.040645	-0.933633	0.073849	-0.081460	-0.871719	0.115036	-0.111122	-0.759515	0.056822	-0.009130	-0.725570	0.061533	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.050133	-0.009299	0.273944	0.048128	0.002244	0.254228	
5	0.134130	-0.935380	0.065923	0.191917	-0.875328	0.110434	0.222884	-0.761734	0.061213	-0.040625	-0.933655	0.073861	-0.081463	-0.871819	0.115077	-0.111144	-0.759594	0.056839	-0.009087	-0.725654	0.061642	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.050133	-0.010825	0.274249	0.046297	0.003770	0.254533	
6	0.134112	-0.935470	0.065847	0.191906	-0.875436	0.110392	0.222859	-0.761815	0.061188	-0.040669	-0.933702	0.073780	-0.081466	-0.871886	0.115054	-0.111130	-0.759734	0.056765	-0.009059	-0.725673	0.061699	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.047997	-0.007773	0.274249	0.046907	0.003465	0.254228	
7	0.134069	-0.935494	0.065707	0.191953	-0.875452	0.110316	0.222824	-0.761835	0.061116	-0.040641	-0.933767	0.073686	-0.081455	-0.871967	0.114977	-0.111110	-0.759824	0.056629	-0.009069	-0.725661	0.061663	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.050744	-0.006247	0.273944	0.048433	0.001329	0.253922	
8	0.134104	-0.935504	0.065667	0.191951	-0.875476	0.110208	0.222873	-0.761904	0.060990	-0.040661	-0.933792	0.073604	-0.081394	-0.871945	0.114861	-0.111187	-0.759797	0.056729	-0.009069	-0.725617	0.061581	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.051659	-0.010825	0.274860	0.047518	0.002855	0.254228	
9	0.134097	-0.935487	0.065685	0.191930	-0.875394	0.110164	0.222890	-0.761869	0.060971	-0.040643	-0.933709	0.073622	-0.081439	-0.871864	0.114857	-0.111037	-0.759717	0.056566	-0.009121	-0.725565	0.061436	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.047997	-0.008994	0.274249	0.045992	0.003770	0.254838	
10	0.134133	-0.935441	0.065775	0.191939	-0.875297	0.110183	0.222957	-0.761767	0.061108	-0.040610	-0.933689	0.073711	-0.081498	-0.871770	0.114917	-0.111176	-0.759559	0.056826	-0.009078	-0.725543	0.061432	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.049218	-0.008689	0.273639	0.046907	0.001939	0.254838	
11	0.134108	-0.935371	0.065861	0.191951	-0.875247	0.110272	0.222913	-0.761750	0.061140	-0.040598	-0.933627	0.073772	-0.081436	-0.871731	0.114946	-0.111100	-0.759467	0.056749	-0.009148	-0.725557	0.061388	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.053490	-0.012656	0.274249	0.048128	0.002855	0.254838	
12	0.134131	-0.935387	0.065915	0.191966	-0.875281	0.110356	0.222932	-0.761751	0.061178	-0.040622	-0.933637	0.073842	-0.081476	-0.871760	0.115042	-0.111262	-0.759513	0.057009	-0.009105	-0.725598	0.061500	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.049218	-0.008078	0.274249	0.045992	0.002549	0.254228	
13	0.134122	-0.935399	0.065891	0.191930	-0.875359	0.110383	0.222633	-0.761868	0.061017	-0.040608	-0.933648	0.073802	-0.081454	-0.871807	0.115036	-0.111141	-0.759595	0.056834	-0.009102	-0.725658	0.061598	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.048302	-0.007163	0.274554	0.046907	0.002244	0.253922	
14	0.134108	-0.935443	0.065796	0.191912	-0.875444	0.110356	0.222851	-0.761880	0.061089	-0.040622	-0.933695	0.073722	-0.081462	-0.871915	0.115008	-0.111287	-0.759718	0.056923	-0.009007	-0.725690	0.061694	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.053490	-0.011740	0.274249	0.047823	0.002549	0.254533	
15	0.134079	-0.935486	0.065723	0.191957	-0.875471	0.110275	0.222660	-0.762074	0.060886	-0.040641	-0.933754	0.073648	-0.081433	-0.871941	0.114938	-0.111208	-0.759797	0.056767	-0.009058	-0.725681	0.061626	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.049523	-0.008994	0.274860	0.046602	0.002549	0.254838	
16	0.134078	-0.935496	0.065712	0.191905	-0.875437	0.110219	0.222862	-0.761977	0.061018	-0.040672	-0.933736	0.073646	-0.081421	-0.871888	0.114839	-0.111065	-0.759799	0.056541	-0.009144	-0.725610	0.061556	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.047997	-0.008689	0.274249	0.047213	0.002244	0.254533	
17	0.134074	-0.935487	0.065742	0.191924	-0.875364	0.110201	0.222874	-0.761928	0.060981	-0.040624	-0.933751	0.073676	-0.081406	-0.871879	0.114896	-0.111206	-0.759748	0.056776	-0.009123	-0.725569	0.061494	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.052880	-0.011130	0.274249	0.047518	0.003160	0.254228	
18	0.134092	-0.935452	0.065768	0.191941	-0.875324	0.110211	0.222897	-0.761846	0.061091	-0.040640	-0.933689	0.073727	-0.081459	-0.871803	0.114952	-0.111175	-0.759576	0.056890	-0.009136	-0.725566	0.061410	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.050133	-0.009909	0.274249	0.046907	0.002244	0.254533	
19	0.134116	-0.935401	0.065844	0.191923	-0.875287	0.110287	0.222926	-0.761841	0.061112	-0.040595	-0.933650	0.073799	-0.081497	-0.871802	0.115011	-0.111209	-0.759555	0.056945	-0.009063	-0.725555	0.061467	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.047387	-0.008078	0.273944	0.046907	0.002855	0.254838	
20	0.134133	-0.935394	0.065865	0.191982	-0.875306	0.110349	0.222898	-0.761858	0.061113	-0.040616	-0.933633	0.073786	-0.081434	-0.871770	0.114993	-0.111259	-0.759534	0.056953	-0.009058	-0.725695	0.061538	0.000000	0.539000	0.000000	0.000000	0.559000	0.519000	0.000000	0.000000	-0.051049	-0.008383	0.274860	0.046907	0.002855	0.254838	
