RL	// User ID
30-8-2022	// Evaluation date
VisualFB_ER_09_Retention5min	30-8-2022	17:34:21:773	// Source file name and timestamp
100.000	// Sampling rate
37.565	// Data capture period

0.020000	// MOE
0.595000	// BslLeft
0.590000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	Target	SLtrgt	StrideCount	Success	TrgtHi	TrgtLo	LSLcompare	RSLcompare	RFx	RFy	RFz	LFx	LFy	LFz	
15	0.131945	-0.922184	0.084602	0.195715	-0.868272	0.106314	0.245950	-0.767804	0.048508	-0.074774	-0.919631	0.083460	-0.137992	-0.867787	0.106679	-0.190807	-0.769565	0.049289	-0.086155	-0.719705	0.045309	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091932	0.006470	0.367453	0.090928	-0.018087	0.405465	
16	0.131920	-0.922228	0.084460	0.195739	-0.868394	0.106201	0.245958	-0.767786	0.048358	-0.074831	-0.919655	0.083309	-0.137980	-0.867795	0.106584	-0.190712	-0.769542	0.049164	-0.086125	-0.719609	0.045222	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091016	0.006776	0.367148	0.090623	-0.018087	0.404244	
17	0.131913	-0.922206	0.084411	0.195764	-0.868352	0.106110	0.245925	-0.767759	0.048235	-0.074789	-0.919708	0.083277	-0.137952	-0.867760	0.106530	-0.190706	-0.769505	0.049159	-0.086155	-0.719653	0.045146	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.003419	0.368064	0.089707	-0.017477	0.404244	
18	0.131932	-0.922175	0.084495	0.195770	-0.868277	0.106131	0.245896	-0.767752	0.048300	-0.074758	-0.919609	0.083363	-0.137980	-0.867658	0.106545	-0.190773	-0.769435	0.049174	-0.086215	-0.719669	0.045125	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.002503	0.366843	0.090928	-0.015646	0.404244	
19	0.131981	-0.922151	0.084680	0.195716	-0.868254	0.106230	0.245912	-0.767652	0.048556	-0.074736	-0.919571	0.083529	-0.138027	-0.867587	0.106609	-0.190834	-0.769369	0.049297	-0.086393	-0.719808	0.045134	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.003724	0.367758	0.090317	-0.015646	0.404855	
20	0.131960	-0.922115	0.084774	0.195783	-0.868302	0.106447	0.245982	-0.767638	0.048745	-0.074740	-0.919538	0.083613	-0.138054	-0.867606	0.106716	-0.190860	-0.769347	0.049418	-0.086449	-0.719784	0.045150	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090101	0.005860	0.367148	0.089707	-0.017782	0.403329	
21	0.131950	-0.922126	0.084767	0.195809	-0.868366	0.106546	0.246054	-0.767697	0.048834	-0.074767	-0.919568	0.083647	-0.138129	-0.867770	0.106809	-0.190885	-0.769477	0.049480	-0.086330	-0.719833	0.045304	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091016	0.006165	0.368064	0.090317	-0.016561	0.403329	
22	0.131951	-0.922162	0.084657	0.195755	-0.868413	0.106442	0.246026	-0.767790	0.048685	-0.074786	-0.919597	0.083510	-0.138030	-0.867765	0.106724	-0.190849	-0.769593	0.049418	-0.086279	-0.719811	0.045324	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091016	0.004639	0.367148	0.089707	-0.015646	0.403024	
23	0.131936	-0.922206	0.084502	0.195836	-0.868388	0.106310	0.245971	-0.767809	0.048519	-0.074790	-0.919614	0.083389	-0.138049	-0.867861	0.106681	-0.190809	-0.769652	0.049263	-0.086162	-0.719645	0.045264	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.089796	0.005250	0.368064	0.090928	-0.015341	0.402719	
24	0.131946	-0.922214	0.084439	0.195592	-0.868262	0.106061	0.245930	-0.767818	0.048284	-0.074719	-0.919629	0.083317	-0.137949	-0.867802	0.106605	-0.190747	-0.769565	0.049167	-0.086157	-0.719603	0.045193	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091321	0.007081	0.368369	0.090623	-0.015341	0.402719	
25	0.131951	-0.922161	0.084524	0.195667	-0.868176	0.106033	0.245913	-0.767678	0.048222	-0.074791	-0.919621	0.083370	-0.137962	-0.867689	0.106544	-0.190782	-0.769421	0.049129	-0.086202	-0.719668	0.045171	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090711	0.007691	0.367758	0.090012	-0.015646	0.402719	
26	0.131967	-0.922138	0.084631	0.195665	-0.868271	0.106240	0.245933	-0.767590	0.048375	-0.074723	-0.919565	0.083521	-0.137992	-0.867564	0.106585	-0.190764	-0.769333	0.049221	-0.086316	-0.719675	0.045070	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091321	0.006470	0.368674	0.090317	-0.014730	0.403329	
27	0.131945	-0.922111	0.084756	0.195679	-0.868094	0.106288	0.245962	-0.767615	0.048631	-0.074782	-0.919512	0.083610	-0.138015	-0.867502	0.106636	-0.190772	-0.769269	0.049320	-0.086346	-0.719773	0.045136	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.006470	0.368979	0.090928	-0.013815	0.403939	
28	0.131948	-0.922100	0.084783	0.195687	-0.868187	0.106414	0.246042	-0.767628	0.048752	-0.074729	-0.919506	0.083613	-0.138021	-0.867549	0.106692	-0.190872	-0.769391	0.049413	-0.086328	-0.719789	0.045215	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.005250	0.369590	0.090012	-0.013815	0.403634	
29	0.131988	-0.922149	0.084709	0.195791	-0.868369	0.106473	0.246068	-0.767770	0.048738	-0.074786	-0.919529	0.083519	-0.138136	-0.867865	0.106802	-0.190864	-0.769544	0.049413	-0.086324	-0.719817	0.045305	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.092542	0.007691	0.370200	0.090317	-0.014425	0.405160	
30	0.131995	-0.922155	0.084596	0.195895	-0.868360	0.106391	0.246002	-0.767836	0.048578	-0.074709	-0.919586	0.083426	-0.138026	-0.867829	0.106737	-0.190831	-0.769668	0.049356	-0.086337	-0.719785	0.045299	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090711	0.009827	0.370810	0.090623	-0.013815	0.405465	
31	0.131976	-0.922214	0.084530	0.195690	-0.868270	0.106179	0.245941	-0.767833	0.048448	-0.074721	-0.919633	0.083362	-0.137993	-0.867825	0.106688	-0.190824	-0.769617	0.049254	-0.086275	-0.719635	0.045193	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091321	0.008912	0.370505	0.089402	-0.014730	0.406381	
32	0.131956	-0.922166	0.084578	0.195623	-0.868204	0.106115	0.245868	-0.767751	0.048331	-0.074787	-0.919575	0.083394	-0.137980	-0.867724	0.106681	-0.190779	-0.769494	0.049204	-0.086216	-0.719648	0.045189	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091627	0.007081	0.372031	0.091538	-0.014120	0.406991	
33	0.131965	-0.922140	0.084614	0.195745	-0.868208	0.106171	0.245904	-0.767667	0.048389	-0.074767	-0.919612	0.083475	-0.137964	-0.867601	0.106604	-0.190758	-0.769398	0.049221	-0.086167	-0.719624	0.045172	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090711	0.007996	0.371421	0.090012	-0.014120	0.406991	
34	0.131941	-0.922145	0.084667	0.195661	-0.868256	0.106293	0.245946	-0.767646	0.048470	-0.074777	-0.919558	0.083556	-0.137934	-0.867552	0.106540	-0.190758	-0.769385	0.049251	-0.086209	-0.719635	0.045134	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091627	0.008301	0.371726	0.090623	-0.013204	0.407601	
35	0.131975	-0.922120	0.084670	0.195620	-0.868168	0.106244	0.245963	-0.767666	0.048543	-0.074775	-0.919538	0.083517	-0.137940	-0.867533	0.106547	-0.190748	-0.769359	0.049220	-0.086253	-0.719718	0.045145	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091932	0.007691	0.371726	0.091233	-0.014425	0.407601	
36	0.131970	-0.922154	0.084646	0.195595	-0.868238	0.106299	0.245984	-0.767745	0.048614	-0.074733	-0.919530	0.083487	-0.137969	-0.867641	0.106601	-0.190841	-0.769416	0.049269	-0.086283	-0.719783	0.045201	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090711	0.009827	0.371421	0.090928	-0.014730	0.408212	
37	0.131973	-0.922151	0.084636	0.195656	-0.868265	0.106306	0.245975	-0.767790	0.048629	-0.074734	-0.919537	0.083446	-0.138059	-0.867845	0.106737	-0.190866	-0.769558	0.049387	-0.086296	-0.719798	0.045259	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091321	0.009217	0.372031	0.090317	-0.013510	0.407296	
38	0.131946	-0.922138	0.084582	0.195728	-0.868351	0.106342	0.245962	-0.767775	0.048648	-0.074724	-0.919577	0.083442	-0.138067	-0.867787	0.106753	-0.190893	-0.769590	0.049376	-0.086267	-0.719745	0.045257	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091932	0.007691	0.371421	0.091233	-0.013815	0.407296	
39	0.131943	-0.922146	0.084616	0.195626	-0.868273	0.106223	0.245957	-0.767773	0.048556	-0.074767	-0.919593	0.083423	-0.138035	-0.867771	0.106734	-0.190874	-0.769603	0.049338	-0.086332	-0.719635	0.045181	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090711	0.007081	0.370505	0.091233	-0.014425	0.407601	
40	0.131947	-0.922155	0.084600	0.195702	-0.868323	0.106294	0.245923	-0.767759	0.048433	-0.074799	-0.919648	0.083421	-0.138001	-0.867741	0.106655	-0.190818	-0.769509	0.049246	-0.086215	-0.719639	0.045207	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.007081	0.371421	0.089707	-0.014120	0.407907	
41	0.131951	-0.922188	0.084589	0.195619	-0.868251	0.106186	0.245931	-0.767727	0.048373	-0.074796	-0.919646	0.083420	-0.137953	-0.867669	0.106555	-0.190719	-0.769456	0.049163	-0.086184	-0.719609	0.045169	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091627	0.006470	0.370810	0.090623	-0.013815	0.405465	
42	0.131946	-0.922198	0.084572	0.195831	-0.868283	0.106271	0.245973	-0.767724	0.048395	-0.074736	-0.919654	0.083465	-0.137944	-0.867624	0.106492	-0.190673	-0.769402	0.049152	-0.086167	-0.719658	0.045108	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090406	0.005250	0.370810	0.092148	-0.015951	0.406686	
43	0.132001	-0.922153	0.084630	0.195714	-0.868334	0.106290	0.245934	-0.767724	0.048487	-0.074745	-0.919596	0.083460	-0.137943	-0.867615	0.106517	-0.190720	-0.769379	0.049194	-0.086236	-0.719727	0.045155	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.090101	0.004944	0.369284	0.090623	-0.016256	0.406686	
44	0.131975	-0.922160	0.084655	0.195761	-0.868330	0.106324	0.245921	-0.767715	0.048619	-0.074711	-0.919615	0.083498	-0.138019	-0.867669	0.106627	-0.190817	-0.769458	0.049329	-0.086340	-0.719786	0.045202	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091321	0.006165	0.370505	0.091843	-0.015646	0.405465	
45	0.131943	-0.922134	0.084627	0.195667	-0.868282	0.106293	0.245971	-0.767696	0.048711	-0.074766	-0.919566	0.083472	-0.138120	-0.867763	0.106721	-0.190899	-0.769545	0.049439	-0.086447	-0.719821	0.045240	0.000000	0.595000	0.000000	0.000000	0.615000	0.575000	0.000000	0.000000	-0.091627	0.006470	0.369895	0.090928	-0.016256	0.405465	
